Ticker,Total Bought,Total Sold,Average Buy Price,Average Sell Price
AAPL,4021,4021,76.19041697879953,76.68403896814672
AMZN,18182,18182,119.13463089497829,125.78146336624403
CSCO,245441,215503,38.554748121919786,38.59175867687925
MSFT,1084,1084,153.6306610107422,151.71774291992188
TSLA,48219,48219,33.3585835032037,33.887795779089906
