,Date,Action,Ticker,Quantity,Price,Cash
0,2020-01-31,BUY,AAPL,3445,78.4965591430664,729579.3537521362
1,2020-01-31,BUY,AMZN,7799,93.53399658203125,107.71440887451172
2,2020-02-26,SELL,AAPL,3445,69.98783111572266,241215.79260253906
3,2020-02-28,SELL,AMZN,7205,94.21499633789062,920034.841217041
4,2020-02-28,BUY,AAPL,13845,66.45053100585938,27.23944091796875
5,2020-03-13,SELL,AMZN,594,83.83049774169922,49822.555099487305
6,2020-03-17,SELL,AAPL,13845,58.843910217285156,864516.4920578003
7,2020-03-31,BUY,AAPL,4087,61.905029296875,611510.6373214722
8,2020-03-31,BUY,AMZN,6227,98.19750213623047,34.79151916503906
9,2020-04-30,SELL,AMZN,3326,118.635498046875,394616.4580230713
10,2020-04-30,BUY,AAPL,5645,69.90281677246094,15.057342529296875
11,2020-05-29,SELL,AMZN,1521,120.05500030517578,182618.71280670166
12,2020-05-29,BUY,AAPL,2355,77.52680969238281,43.07598114013672
13,2020-06-30,SELL,AMZN,1380,134.0189971923828,184989.29210662842
14,2020-06-30,BUY,AAPL,2099,88.13087463378906,2.5862503051757812
15,2020-12-31,SELL,AAPL,1969,130.75877380371094,257466.611869812
16,2020-12-31,BUY,MSFT,1201,214.27989196777344,116.46161651611328
17,2021-01-29,SELL,AAPL,9575,134.0541229248047,1283684.688621521
18,2021-01-29,BUY,MSFT,5558,230.9540557861328,42.04656219482422
19,2021-02-26,SELL,MSFT,5755,221.85569763183594,1276821.5864334106
20,2021-02-26,BUY,AAPL,4954,118.48747253417969,689834.6474990845
21,2021-02-26,BUY,AMZN,4512,152.85800170898438,139.34378814697266
22,2021-03-31,SELL,AAPL,7595,117.4200210571289,891944.403717041
23,2021-03-31,BUY,AMZN,5789,152.76449584960938,7590.737243652344
24,2021-03-31,BUY,MSFT,33,224.62657165527344,178.0603790283203
25,2021-04-30,SELL,AAPL,1,130.71913146972656,308.7795104980469
26,2021-04-30,SELL,MSFT,1036,244.6428680419922,253758.79080200195
27,2021-04-30,BUY,AMZN,1462,173.5655059814453,6.02105712890625
28,2021-05-31,SELL,MSFT,1,242.4596405029297,248.48069763183594
29,2021-05-31,BUY,AMZN,1,161.15350341796875,87.32719421386719
30,2021-07-30,SELL,AMZN,2191,179.99600219726562,394458.56800842285
31,2021-07-30,BUY,AAPL,2760,142.86988830566406,137.67628479003906
32,2021-08-31,SELL,AAPL,2135,150.43263244628906,321311.3465576172
33,2021-08-31,BUY,AMZN,1878,171.07850646972656,25.911407470703125
34,2021-09-30,SELL,AAPL,528,140.3232421875,74116.5832824707
35,2021-09-30,BUY,AMZN,449,165.05599975585938,6.43939208984375
36,2021-10-29,SELL,AMZN,279,172.32850646972656,48086.092697143555
37,2021-10-29,BUY,AAPL,320,149.8922882080078,120.56047058105469
38,2021-12-31,SELL,AAPL,416,175.3280029296875,73057.00968933105
39,2021-12-31,BUY,AMZN,433,168.64450073242188,33.94087219238281
40,2022-01-21,SELL,AMZN,12054,151.66749572753906,1828233.9343719482
41,2022-01-31,BUY,AAPL,1356,167.58482360839844,1600988.91355896
42,2022-01-31,BUY,AMZN,11119,143.97799682617188,97.56684875488281
43,2022-02-28,SELL,AMZN,1233,153.7884979248047,189718.78479003906
44,2022-02-28,BUY,AAPL,1168,162.3998260498047,35.7879638671875
