,Date,Action,Ticker,Quantity,Price,Cash
0,2020-01-31,BUY,AMZN,3031,93.53399658203125,716498.4563598633
1,2020-01-31,BUY,CSCO,17214,40.445430755615234,20270.811332702637
2,2020-01-31,BUY,MSFT,122,165.26156616210938,108.90026092529297
3,2020-02-27,SELL,CSCO,17214,36.09608459472656,621466.9004745483
4,2020-02-28,SELL,AMZN,2177,94.21499633789062,826572.9475021362
5,2020-02-28,SELL,MSFT,121,151.71011352539062,844929.8712387085
6,2020-02-28,BUY,CSCO,24647,34.281009674072266,5.825801849365234
7,2020-03-10,SELL,MSFT,1,144.45932006835938,150.2851219177246
8,2020-03-13,SELL,AMZN,854,83.83049774169922,71741.53019332886
9,2020-03-13,SELL,CSCO,24647,28.424808502197266,772327.7853469849
10,2020-03-31,BUY,AMZN,1741,98.19750213623047,601365.9341278076
11,2020-03-31,BUY,CSCO,17418,34.52074432373047,83.6094970703125
12,2020-04-30,SELL,AMZN,1053,118.635498046875,125006.78894042969
13,2020-04-30,BUY,CSCO,3337,37.45817565917969,8.856765747070312
14,2020-05-29,SELL,AMZN,392,120.05500030517578,47070.41688537598
15,2020-05-29,BUY,CSCO,1194,39.41145706176758,13.137153625488281
16,2020-06-30,SELL,AMZN,295,134.0189971923828,39548.74132537842
17,2020-06-30,BUY,CSCO,991,39.88682556152344,20.897193908691406
18,2020-09-04,SELL,CSCO,22940,35.67134475708008,818321.5459213257
19,2020-09-30,BUY,CSCO,24050,34.02497100830078,20.99317169189453
20,2020-10-30,SELL,CSCO,366,31.376134872436523,11504.658535003662
21,2020-10-30,BUY,AMZN,71,160.55050659179688,105.57256698608398
22,2020-11-30,SELL,CSCO,229,37.53883361816406,8701.965465545654
23,2020-11-30,BUY,AMZN,54,159.76699829101562,74.54755783081055
24,2020-12-31,SELL,AMZN,44,164.29249572753906,7303.417369842529
25,2020-12-31,BUY,CSCO,186,39.10368347167969,30.132244110107422
26,2021-01-29,SELL,AMZN,82,161.88099670410156,13304.373973846436
27,2021-01-29,BUY,CSCO,331,40.18299865722656,3.8014183044433594
28,2021-03-31,SELL,CSCO,503,45.88164520263672,23082.268955230713
29,2021-03-31,BUY,AMZN,151,152.76449584960938,14.830081939697266
30,2021-04-30,SELL,CSCO,550,45.933868408203125,25278.457706451416
31,2021-04-30,BUY,AMZN,145,173.5655059814453,111.4593391418457
32,2021-05-31,SELL,CSCO,2230,47.21923065185547,105410.34369277954
33,2021-05-31,BUY,AMZN,654,161.15350341796875,15.952457427978516
34,2021-06-30,SELL,CSCO,3550,47.2281608581543,167675.92350387573
35,2021-06-30,BUY,AMZN,972,172.40699768066406,96.32175827026367
36,2021-07-30,SELL,AMZN,1211,179.99600219726562,218071.48041915894
37,2021-07-30,BUY,CSCO,4405,49.49891662597656,28.752681732177734
38,2021-08-31,SELL,CSCO,1736,53.14820098876953,92294.02959823608
39,2021-08-31,BUY,AMZN,539,171.07850646972656,82.7146110534668
40,2021-09-30,SELL,AMZN,43,165.05599975585938,7180.12260055542
41,2021-09-30,BUY,CSCO,143,49.867435455322266,49.07933044433594
42,2021-10-29,SELL,AMZN,734,172.32850646972656,126538.20307922363
43,2021-10-29,BUY,CSCO,2486,50.892051696777344,20.56256103515625
44,2021-11-30,SELL,AMZN,472,178.07850646972656,84073.6176147461
45,2021-11-30,BUY,CSCO,1666,50.45768737792969,11.110443115234375
46,2021-12-31,SELL,CSCO,22,57.57027053833008,1277.656394958496
47,2021-12-31,BUY,AMZN,7,168.64450073242188,97.14488983154297
48,2022-01-21,SELL,AMZN,8,151.66749572753906,1310.4848556518555
49,2022-01-31,SELL,CSCO,1505,50.61848831176758,77491.30976486206
50,2022-01-31,BUY,AMZN,538,143.97799682617188,31.147472381591797
51,2022-02-28,SELL,AMZN,91,153.7884979248047,14025.900783538818
52,2022-02-28,BUY,CSCO,274,51.0098876953125,49.19155502319336
53,2022-03-31,SELL,CSCO,467,51.01898956298828,23875.05968093872
54,2022-03-31,BUY,AMZN,143,166.30099487304688,94.01741409301758
55,2022-04-22,SELL,AMZN,590,148.29600524902344,87588.66051101685
56,2022-04-28,SELL,CSCO,22383,45.191341400146484,1099106.4550704956
57,2022-04-29,BUY,AMZN,258,144.59649658203125,1061800.5589523315
58,2022-04-29,BUY,CSCO,22880,46.40108108520508,143.82372283935547
59,2022-04-30,SELL,AMZN,258,124.28150177001953,32208.451179504395
60,2022-05-20,SELL,CSCO,22880,38.23530197143555,907032.1602859497
61,2022-05-31,BUY,CSCO,21694,41.80954360961914,15.921218872070312
62,2022-09-24,SELL,CSCO,21694,37.59922409057617,815693.4886398315
63,2022-09-30,BUY,CSCO,21742,37.51599884033203,20.64185333251953
64,2023-03-31,SELL,CSCO,785,48.383766174316406,38001.8983001709
65,2023-03-31,BUY,AMZN,372,102.0,57.89830017089844
66,2023-04-28,SELL,CSCO,1386,44.13124465942383,61223.803398132324
67,2023-04-28,BUY,AMZN,557,109.81999969482422,54.063568115234375
68,2023-05-31,SELL,AMZN,34,121.66000366210938,4190.503692626953
69,2023-05-31,BUY,CSCO,88,47.55292892456055,5.845947265625
70,2023-06-30,SELL,AMZN,241,127.9000015258789,30829.74631500244
71,2023-06-30,BUY,CSCO,635,48.538673400878906,7.6887054443359375
72,2023-07-31,SELL,AMZN,329,132.2100067138672,43504.78091430664
73,2023-07-31,BUY,CSCO,874,49.74717330932617,25.751441955566406
74,2023-08-31,SELL,AMZN,325,135.07000732421875,43923.50382232666
75,2023-08-31,BUY,CSCO,809,54.254886627197266,31.300540924072266
76,2023-11-17,SELL,CSCO,21977,46.2106819152832,1015603.456993103
77,2023-11-30,BUY,CSCO,21973,46.22029495239258,4.916004180908203
78,2024-03-29,SELL,CSCO,198,48.38304901123047,9584.759708404541
79,2024-03-29,BUY,MSFT,22,418.3695068359375,380.630558013916
80,2024-04-30,SELL,CSCO,362,46.69662857055664,17284.81010055542
81,2024-04-30,BUY,MSFT,43,400.0026550292969,84.6959342956543
82,2024-05-31,SELL,CSCO,285,45.07426834106445,12930.862411499023
83,2024-05-31,BUY,MSFT,31,413.0970764160156,124.85304260253906
84,2024-06-28,SELL,CSCO,91,46.374114990234375,4344.897506713867
85,2024-06-28,BUY,MSFT,9,451.13226318359375,284.70713806152344
86,2024-07-31,SELL,CSCO,157,47.4515380859375,7734.598617553711
87,2024-07-31,BUY,AMZN,42,181.7100067138672,102.77833557128906
88,2024-08-06,SELL,MSFT,105,393.6510925292969,41436.14305114746
89,2024-08-06,SELL,AMZN,42,161.02000427246094,48198.98323059082
90,2024-08-30,SELL,CSCO,70,49.66936111450195,51675.83850860596
91,2024-08-30,BUY,AMZN,61,172.1199951171875,41176.51880645752
92,2024-08-30,BUY,MSFT,99,412.29473876953125,359.3396682739258
93,2024-09-30,SELL,MSFT,58,427.1649475097656,25134.906623840332
94,2024-09-30,BUY,AMZN,99,187.97000122070312,6525.876502990723
95,2024-09-30,BUY,CSCO,124,52.261749267578125,45.419593811035156
96,2024-10-31,SELL,AMZN,160,192.72999572753906,30882.218910217285
97,2024-10-31,BUY,CSCO,544,55.2137565612793,845.9353408813477
98,2024-10-31,BUY,MSFT,1,431.66595458984375,414.2693862915039
99,2024-11-29,SELL,CSCO,221,58.88871765136719,13428.675987243652
100,2024-11-29,BUY,MSFT,31,422.989990234375,315.98628997802734
101,2024-12-31,SELL,MSFT,3,424.8299865722656,1590.4762496948242
102,2024-12-31,BUY,CSCO,27,58.789390563964844,3.1627044677734375
103,2025-01-01,SELL,CSCO,22,58.79932403564453,1296.7478332519531
104,2025-01-01,BUY,MSFT,3,421.5,32.247833251953125
